Global_Index,Garment_Category,Garment_Brand_Model,Garment_Folder,Dog_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Verdict,Clean_Tryon_File
613,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00034,Labrador Retriever,86.9,64.7,74.5,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00034_clean_tryon.png
614,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00035,Labrador Retriever,86.9,59.8,81.9,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00035_clean_tryon.png
615,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00036,Labrador Retriever,119.4,53.7,53.5,XL,1.206,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00036_clean_tryon.png
616,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00037,Labrador Retriever,81.2,41.0,64.0,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00037_clean_tryon.png
617,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00038,Labrador Retriever,92.5,52.6,81.2,L,1.076,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00038_clean_tryon.png
618,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00039,Labrador Retriever,114.3,62.5,69.1,XL,1.155,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00039_clean_tryon.png
619,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00040,Labrador Retriever,137.7,53.5,64.7,XL,1.391,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00040_clean_tryon.png
620,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00041,Labrador Retriever,93.3,49.7,70.2,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00041_clean_tryon.png
621,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00042,Labrador Retriever,94.3,57.8,72.1,XL,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00042_clean_tryon.png
622,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00043,Labrador Retriever,87.5,44.9,66.9,L,1.017,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00043_clean_tryon.png
623,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00044,Labrador Retriever,86.2,50.6,70.4,L,1.002,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00044_clean_tryon.png
624,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00045,Labrador Retriever,89.4,59.5,74.2,L,1.04,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00045_clean_tryon.png
625,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00046,Labrador Retriever,88.2,56.7,72.7,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00046_clean_tryon.png
626,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00047,Labrador Retriever,152.2,57.6,78.6,XL,1.537,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00047_clean_tryon.png
627,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00048,Labrador Retriever,99.6,45.4,65.3,XL,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00048_clean_tryon.png
628,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00049,Labrador Retriever,98.3,59.8,79.8,XL,0.993,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00049_clean_tryon.png
629,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00050,Labrador Retriever,103.1,51.7,68.5,XL,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00050_clean_tryon.png
630,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00051,Labrador Retriever,116.7,65.2,71.6,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00051_clean_tryon.png
631,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00052,Labrador Retriever,87.2,52.6,68.8,L,1.014,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00052_clean_tryon.png
632,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00053,Labrador Retriever,86.5,61.0,79.5,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00053_clean_tryon.png
633,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00054,Labrador Retriever,95.7,23.8,76.3,XL,0.967,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00054_clean_tryon.png
634,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00055,Labrador Retriever,95.0,135.7,77.7,XL,0.96,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00055_clean_tryon.png
635,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00056,Labrador Retriever,91.6,74.2,65.2,L,1.065,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00056_clean_tryon.png
636,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00057,Labrador Retriever,96.0,33.2,66.0,XL,0.97,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00057_clean_tryon.png
637,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00058,Labrador Retriever,87.6,40.0,71.6,L,1.019,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00058_clean_tryon.png
638,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00059,Labrador Retriever,101.9,52.4,73.1,XL,1.029,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00059_clean_tryon.png
639,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00060,Labrador Retriever,99.7,135.4,77.9,XL,1.007,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00060_clean_tryon.png
640,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00061,Labrador Retriever,81.2,43.9,61.6,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00061_clean_tryon.png
641,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00062,Labrador Retriever,92.0,51.3,71.7,L,1.07,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00062_clean_tryon.png
642,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00063,Labrador Retriever,92.4,60.5,73.1,L,1.074,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00063_clean_tryon.png
643,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00064,Labrador Retriever,91.8,50.6,65.0,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00064_clean_tryon.png
644,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00065,Labrador Retriever,90.1,55.6,75.5,L,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00065_clean_tryon.png
645,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00066,Labrador Retriever,85.8,58.4,77.2,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\labrador\00066_clean_tryon.png
646,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00001,Golden Retriever,83.9,61.8,58.5,L,0.976,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00001_clean_tryon.png
647,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00002,Golden Retriever,102.9,56.7,78.7,XL,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00002_clean_tryon.png
648,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00003,Golden Retriever,93.2,47.2,75.4,XL,0.941,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00003_clean_tryon.png
649,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00004,Golden Retriever,80.0,44.9,68.4,M,1.067,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00004_clean_tryon.png
650,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00005,Golden Retriever,86.4,44.9,69.1,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00005_clean_tryon.png
651,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00006,Golden Retriever,80.8,82.9,57.0,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00006_clean_tryon.png
652,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00007,Golden Retriever,82.9,41.5,74.2,L,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00007_clean_tryon.png
653,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00008,Golden Retriever,91.3,47.8,47.5,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00008_clean_tryon.png
654,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00009,Golden Retriever,97.4,42.3,81.7,XL,0.984,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00009_clean_tryon.png
655,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00010,Golden Retriever,89.5,52.9,66.6,L,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00010_clean_tryon.png
656,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00011,Golden Retriever,119.3,50.9,69.8,XL,1.205,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00011_clean_tryon.png
657,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00012,Golden Retriever,84.7,58.8,75.3,L,0.985,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00012_clean_tryon.png
658,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00013,Golden Retriever,89.7,45.7,67.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00013_clean_tryon.png
659,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00014,Golden Retriever,88.2,56.7,76.9,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00014_clean_tryon.png
660,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00015,Golden Retriever,155.4,46.2,66.0,XL,1.57,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00015_clean_tryon.png
661,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00016,Golden Retriever,77.9,64.8,66.4,M,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00016_clean_tryon.png
662,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00017,Golden Retriever,157.2,45.5,67.1,XL,1.588,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00017_clean_tryon.png
663,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00018,Golden Retriever,96.8,59.8,78.3,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00018_clean_tryon.png
664,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00019,Golden Retriever,83.5,52.3,71.8,L,0.971,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00019_clean_tryon.png
665,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00020,Golden Retriever,105.1,45.1,68.2,XL,1.062,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00020_clean_tryon.png
666,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00021,Golden Retriever,85.2,47.6,68.2,L,0.991,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00021_clean_tryon.png
667,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00022,Golden Retriever,83.6,52.9,59.1,L,0.972,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00022_clean_tryon.png
668,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00023,Golden Retriever,85.9,87.8,66.0,L,0.999,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00023_clean_tryon.png
669,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00024,Golden Retriever,93.4,48.2,68.2,XL,0.943,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00024_clean_tryon.png
670,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00025,Golden Retriever,93.3,123.9,64.3,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00025_clean_tryon.png
671,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00026,Golden Retriever,91.5,50.4,71.0,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00026_clean_tryon.png
672,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00027,Golden Retriever,86.4,55.1,59.4,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00027_clean_tryon.png
673,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00028,Golden Retriever,88.3,42.7,77.2,L,1.027,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00028_clean_tryon.png
674,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00029,Golden Retriever,148.2,35.3,57.3,XL,1.497,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00029_clean_tryon.png
675,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00030,Golden Retriever,95.9,63.2,83.3,XL,0.969,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00030_clean_tryon.png
676,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00031,Golden Retriever,90.2,37.9,60.4,L,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00031_clean_tryon.png
677,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00032,Golden Retriever,82.8,23.7,59.4,L,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00032_clean_tryon.png
678,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00033,Golden Retriever,104.3,58.8,80.9,XL,1.054,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00033_clean_tryon.png
679,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00034,Golden Retriever,93.3,59.6,80.0,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00034_clean_tryon.png
680,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00035,Golden Retriever,100.0,111.8,85.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00035_clean_tryon.png
681,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00036,Golden Retriever,134.9,112.0,85.8,XL,1.363,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00036_clean_tryon.png
682,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00037,Golden Retriever,93.7,19.9,60.5,XL,0.946,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00037_clean_tryon.png
683,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00038,Golden Retriever,86.3,60.0,74.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00038_clean_tryon.png
684,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00039,Golden Retriever,87.4,49.1,69.4,L,1.016,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00039_clean_tryon.png
685,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00040,Golden Retriever,100.0,61.8,77.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00040_clean_tryon.png
686,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00041,Golden Retriever,95.3,139.9,87.9,XL,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00041_clean_tryon.png
687,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00042,Golden Retriever,81.8,53.3,62.4,L,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00042_clean_tryon.png
688,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00043,Golden Retriever,119.0,48.9,78.6,XL,1.202,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00043_clean_tryon.png
689,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00044,Golden Retriever,82.3,54.2,73.3,L,0.957,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00044_clean_tryon.png
690,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00045,Golden Retriever,88.9,135.7,90.6,L,1.034,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00045_clean_tryon.png
691,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00046,Golden Retriever,118.5,66.7,69.4,XL,1.197,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00046_clean_tryon.png
692,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00047,Golden Retriever,71.5,42.7,59.7,M,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00047_clean_tryon.png
693,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00048,Golden Retriever,100.3,55.9,83.0,XL,1.013,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00048_clean_tryon.png
694,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00049,Golden Retriever,116.7,56.3,74.7,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00049_clean_tryon.png
695,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00050,Golden Retriever,90.7,52.9,72.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00050_clean_tryon.png
