Global_Index,Garment_Category,Garment_Brand_Model,Garment_Folder,Dog_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Verdict,Clean_Tryon_File
696,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00051,Golden Retriever,95.4,49.5,61.6,XL,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00051_clean_tryon.png
697,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00052,Golden Retriever,96.7,48.3,70.0,XL,0.977,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00052_clean_tryon.png
698,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00053,Golden Retriever,87.1,109.0,68.4,L,1.013,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00053_clean_tryon.png
699,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00054,Golden Retriever,99.1,52.7,72.6,XL,1.001,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00054_clean_tryon.png
700,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00055,Golden Retriever,91.3,23.9,79.0,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00055_clean_tryon.png
701,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00056,Golden Retriever,102.4,57.5,80.0,XL,1.034,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00056_clean_tryon.png
702,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00057,Golden Retriever,81.8,46.1,62.1,L,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00057_clean_tryon.png
703,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00058,Golden Retriever,65.5,56.7,76.8,S,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00058_clean_tryon.png
704,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00059,Golden Retriever,87.6,42.4,71.2,L,1.019,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00059_clean_tryon.png
705,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00060,Golden Retriever,85.0,56.6,76.2,L,0.988,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00060_clean_tryon.png
706,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00061,Golden Retriever,91.8,56.1,84.7,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00061_clean_tryon.png
707,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00062,Golden Retriever,100.5,61.8,84.4,XL,1.015,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00062_clean_tryon.png
708,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00063,Golden Retriever,94.1,21.1,78.4,XL,0.951,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\golden\00063_clean_tryon.png
709,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00001,Labrador Retriever,85.8,103.0,75.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00001_clean_tryon.png
710,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00002,Labrador Retriever,96.8,51.5,67.9,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00002_clean_tryon.png
711,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00003,Labrador Retriever,97.9,54.3,64.1,XL,0.989,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00003_clean_tryon.png
712,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00004,Labrador Retriever,91.8,52.7,75.8,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00004_clean_tryon.png
713,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00005,Labrador Retriever,76.7,47.6,68.4,M,1.023,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00005_clean_tryon.png
714,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00006,Labrador Retriever,88.8,7.8,60.8,L,1.033,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00006_clean_tryon.png
715,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00007,Labrador Retriever,80.8,52.3,69.1,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00007_clean_tryon.png
716,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00008,Labrador Retriever,78.7,21.2,89.4,M,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00008_clean_tryon.png
717,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00009,Labrador Retriever,92.6,42.5,66.8,XL,0.935,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00009_clean_tryon.png
718,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00010,Labrador Retriever,134.5,51.0,68.2,XL,1.359,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00010_clean_tryon.png
719,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00011,Labrador Retriever,99.0,61.2,80.3,XL,1.0,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00011_clean_tryon.png
720,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00012,Labrador Retriever,94.6,59.4,79.9,XL,0.956,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00012_clean_tryon.png
721,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00013,Labrador Retriever,91.4,39.6,51.1,L,1.063,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00013_clean_tryon.png
722,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00014,Labrador Retriever,89.7,49.6,81.1,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00014_clean_tryon.png
723,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00015,Labrador Retriever,113.0,50.4,71.4,XL,1.141,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00015_clean_tryon.png
724,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00016,Labrador Retriever,96.5,58.5,76.9,XL,0.975,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00016_clean_tryon.png
725,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00017,Labrador Retriever,97.2,60.1,80.4,XL,0.982,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00017_clean_tryon.png
726,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00018,Labrador Retriever,94.9,62.0,80.2,XL,0.959,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00018_clean_tryon.png
727,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00019,Labrador Retriever,96.8,39.5,70.6,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00019_clean_tryon.png
728,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00020,Labrador Retriever,86.3,55.5,68.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00020_clean_tryon.png
729,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00021,Labrador Retriever,92.9,18.4,68.3,XL,0.938,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00021_clean_tryon.png
730,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00022,Labrador Retriever,85.8,48.4,69.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00022_clean_tryon.png
731,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00023,Labrador Retriever,89.7,128.9,63.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00023_clean_tryon.png
732,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00024,Labrador Retriever,90.7,55.2,73.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00024_clean_tryon.png
733,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00025,Labrador Retriever,101.2,40.0,69.1,XL,1.022,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00025_clean_tryon.png
734,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00026,Labrador Retriever,91.5,53.6,72.3,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00026_clean_tryon.png
735,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00027,Labrador Retriever,86.5,51.0,72.4,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00027_clean_tryon.png
736,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00028,Labrador Retriever,85.5,53.9,79.5,L,0.994,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00028_clean_tryon.png
737,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00029,Labrador Retriever,96.8,53.0,71.2,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00029_clean_tryon.png
738,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00030,Labrador Retriever,107.4,36.1,62.3,XL,1.085,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00030_clean_tryon.png
739,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00031,Labrador Retriever,87.7,60.9,81.0,L,1.02,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00031_clean_tryon.png
740,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00032,Labrador Retriever,80.4,53.9,59.5,M,1.072,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00032_clean_tryon.png
741,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00033,Labrador Retriever,93.7,58.3,78.9,XL,0.946,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00033_clean_tryon.png
742,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00034,Labrador Retriever,86.9,64.7,74.5,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00034_clean_tryon.png
743,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00035,Labrador Retriever,86.9,59.8,81.9,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00035_clean_tryon.png
744,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00036,Labrador Retriever,119.4,53.7,53.5,XL,1.206,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00036_clean_tryon.png
745,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00037,Labrador Retriever,81.2,41.0,64.0,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00037_clean_tryon.png
746,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00038,Labrador Retriever,92.5,52.6,81.2,L,1.076,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00038_clean_tryon.png
747,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00039,Labrador Retriever,114.3,62.5,69.1,XL,1.155,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00039_clean_tryon.png
748,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00040,Labrador Retriever,137.7,53.5,64.7,XL,1.391,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00040_clean_tryon.png
749,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00041,Labrador Retriever,93.3,49.7,70.2,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00041_clean_tryon.png
750,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00042,Labrador Retriever,94.3,57.8,72.1,XL,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00042_clean_tryon.png
751,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00043,Labrador Retriever,87.5,44.9,66.9,L,1.017,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00043_clean_tryon.png
752,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00044,Labrador Retriever,86.2,50.6,70.4,L,1.002,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00044_clean_tryon.png
753,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00045,Labrador Retriever,89.4,59.5,74.2,L,1.04,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00045_clean_tryon.png
754,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00046,Labrador Retriever,88.2,56.7,72.7,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00046_clean_tryon.png
755,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00047,Labrador Retriever,152.2,57.6,78.6,XL,1.537,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00047_clean_tryon.png
756,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00048,Labrador Retriever,99.6,45.4,65.3,XL,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00048_clean_tryon.png
757,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00049,Labrador Retriever,98.3,59.8,79.8,XL,0.993,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00049_clean_tryon.png
758,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00050,Labrador Retriever,103.1,51.7,68.5,XL,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00050_clean_tryon.png
759,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00051,Labrador Retriever,116.7,65.2,71.6,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00051_clean_tryon.png
760,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00052,Labrador Retriever,87.2,52.6,68.8,L,1.014,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00052_clean_tryon.png
761,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00053,Labrador Retriever,86.5,61.0,79.5,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00053_clean_tryon.png
762,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00054,Labrador Retriever,95.7,23.8,76.3,XL,0.967,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00054_clean_tryon.png
763,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00055,Labrador Retriever,95.0,135.7,77.7,XL,0.96,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00055_clean_tryon.png
764,Flotation Lifejacket,Ruffwear Float Coat Lifejacket (Red),06_buoyancy_flotation_lifejacket_ruffwear_red,00056,Labrador Retriever,91.6,74.2,65.2,L,1.065,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\06_buoyancy_flotation_lifejacket_ruffwear_red\labrador\00056_clean_tryon.png
