Index,Image_ID,Breed,Chest_Girth_cm,Semi_Depth_A_cm,Semi_Width_B_cm,Back_Length_cm,Height_cm,Recommended_Size,Fit_Ratio,Verdict,Stage1_3D_Mesh,Stage2_Depth,Stage3_Mask,Stage4_VTON
344,labrador_labrador_retriever_standing_side_profile_bing_00104,Labrador Retriever,84.0,13.4,13.3,38.3,53.8,L,0.977,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00104_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00104_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00104_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00104_stage4_vton_L.png
345,labrador_labrador_retriever_standing_side_profile_bing_00105,Labrador Retriever,79.7,13.0,12.3,46.6,72.3,M,1.063,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00105_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00105_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00105_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00105_stage4_vton_M.png
346,labrador_labrador_retriever_standing_side_profile_bing_00106,Labrador Retriever,86.0,14.1,13.3,59.4,80.5,L,1.0,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00106_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00106_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00106_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00106_stage4_vton_L.png
347,labrador_labrador_retriever_standing_side_profile_bing_00107,Labrador Retriever,86.3,14.0,13.4,57.5,77.3,L,1.003,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00107_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00107_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00107_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00107_stage4_vton_L.png
348,labrador_labrador_retriever_standing_side_profile_bing_00108,Labrador Retriever,90.5,14.7,14.1,59.8,80.3,L,1.052,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00108_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00108_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00108_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00108_stage4_vton_L.png
349,labrador_labrador_retriever_standing_side_profile_bing_00109,Labrador Retriever,79.9,13.3,12.1,100.7,70.8,M,1.065,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00109_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00109_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00109_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00109_stage4_vton_M.png
350,labrador_labrador_retriever_standing_side_profile_bing_00110,Labrador Retriever,84.6,13.9,13.0,44.6,82.8,L,0.984,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00110_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00110_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00110_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00110_stage4_vton_L.png
351,labrador_labrador_retriever_standing_side_profile_bing_00111,Labrador Retriever,90.7,15.5,13.4,37.4,77.7,L,1.055,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00111_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00111_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00111_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00111_stage4_vton_L.png
352,labrador_labrador_retriever_standing_side_profile_bing_00112,Labrador Retriever,81.7,13.1,12.9,60.2,71.7,L,0.95,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00112_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00112_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00112_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00112_stage4_vton_L.png
353,labrador_labrador_retriever_standing_side_profile_bing_00113,Labrador Retriever,89.3,14.5,14.0,53.6,69.8,L,1.038,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00113_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00113_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00113_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00113_stage4_vton_L.png
354,labrador_labrador_retriever_standing_side_profile_bing_00114,Labrador Retriever,157.5,28.2,21.7,56.3,75.9,XL,1.591,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00114_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00114_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00114_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00114_stage4_vton_XL.png
355,labrador_labrador_retriever_standing_side_profile_bing_00115,Labrador Retriever,77.4,13.0,11.6,56.1,74.7,M,1.032,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00115_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00115_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00115_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00115_stage4_vton_M.png
356,labrador_labrador_retriever_standing_side_profile_bing_00116,Labrador Retriever,78.6,12.9,12.1,33.0,59.4,M,1.048,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00116_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00116_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00116_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00116_stage4_vton_M.png
357,labrador_labrador_retriever_standing_side_profile_bing_00117,Labrador Retriever,94.9,15.5,14.7,46.6,83.4,XL,0.959,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00117_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00117_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00117_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00117_stage4_vton_XL.png
358,labrador_labrador_retriever_standing_side_profile_bing_00118,Labrador Retriever,92.2,15.4,14.0,46.7,64.4,L,1.072,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00118_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00118_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00118_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00118_stage4_vton_L.png
359,labrador_labrador_retriever_standing_side_profile_bing_00119,Labrador Retriever,117.3,19.6,17.7,65.0,72.5,XL,1.185,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00119_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00119_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00119_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00119_stage4_vton_XL.png
360,labrador_labrador_retriever_standing_side_profile_bing_00120,Labrador Retriever,83.6,13.3,13.3,53.6,82.3,L,0.972,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00120_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00120_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00120_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00120_stage4_vton_L.png
361,labrador_labrador_retriever_standing_side_profile_bing_00121,Labrador Retriever,84.6,13.6,13.3,39.1,54.7,L,0.984,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00121_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00121_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00121_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00121_stage4_vton_L.png
362,labrador_labrador_retriever_standing_side_profile_bing_00122,Labrador Retriever,93.8,15.1,14.8,58.4,81.2,XL,0.947,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_retriever_standing_side_profile_bing_00122_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_retriever_standing_side_profile_bing_00122_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_retriever_standing_side_profile_bing_00122_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_retriever_standing_side_profile_bing_00122_stage4_vton_XL.png
363,labrador_labrador_side_view_bing_00000,Labrador Retriever,92.5,15.0,14.4,47.5,68.6,L,1.076,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00000_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00000_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00000_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00000_stage4_vton_L.png
364,labrador_labrador_side_view_bing_00001,Labrador Retriever,98.3,16.0,15.3,53.1,76.8,XL,0.993,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00001_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00001_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00001_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00001_stage4_vton_XL.png
365,labrador_labrador_side_view_bing_00002,Labrador Retriever,92.3,14.8,14.6,52.9,71.4,L,1.073,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00002_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00002_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00002_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00002_stage4_vton_L.png
366,labrador_labrador_side_view_bing_00003,Labrador Retriever,90.5,14.4,14.4,50.3,68.9,L,1.052,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00003_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00003_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00003_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00003_stage4_vton_L.png
367,labrador_labrador_side_view_bing_00004,Labrador Retriever,120.8,24.8,12.7,51.5,66.7,XL,1.22,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00004_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00004_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00004_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00004_stage4_vton_XL.png
368,labrador_labrador_side_view_bing_00005,Labrador Retriever,112.3,18.1,17.7,47.7,72.9,XL,1.134,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00005_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00005_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00005_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00005_stage4_vton_XL.png
369,labrador_labrador_side_view_bing_00006,Labrador Retriever,87.7,14.6,13.3,41.1,62.2,L,1.02,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00006_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00006_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00006_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00006_stage4_vton_L.png
370,labrador_labrador_side_view_bing_00007,Labrador Retriever,91.8,14.9,14.3,60.8,82.8,L,1.067,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00007_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00007_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00007_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00007_stage4_vton_L.png
371,labrador_labrador_side_view_bing_00008,Labrador Retriever,96.4,15.8,14.9,58.0,72.2,XL,0.974,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00008_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00008_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00008_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00008_stage4_vton_XL.png
372,labrador_labrador_side_view_bing_00009,Labrador Retriever,108.7,17.3,17.3,44.9,58.0,XL,1.098,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00009_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00009_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00009_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00009_stage4_vton_XL.png
373,labrador_labrador_side_view_bing_00010,Labrador Retriever,88.4,14.2,13.9,54.3,83.2,L,1.028,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00010_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00010_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00010_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00010_stage4_vton_L.png
374,labrador_labrador_side_view_bing_00011,Labrador Retriever,87.9,14.1,13.9,34.6,90.7,L,1.022,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00011_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00011_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00011_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00011_stage4_vton_L.png
375,labrador_labrador_side_view_bing_00012,Labrador Retriever,90.4,14.9,13.9,61.7,84.5,L,1.051,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00012_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00012_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00012_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00012_stage4_vton_L.png
376,labrador_labrador_side_view_bing_00013,Labrador Retriever,93.1,15.4,14.2,59.2,83.5,XL,0.94,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00013_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00013_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00013_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00013_stage4_vton_XL.png
377,labrador_labrador_side_view_bing_00014,Labrador Retriever,86.4,14.0,13.5,52.9,67.9,L,1.005,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00014_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00014_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00014_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00014_stage4_vton_L.png
378,labrador_labrador_side_view_bing_00015,Labrador Retriever,91.4,14.7,14.4,59.2,78.6,L,1.063,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00015_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00015_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00015_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00015_stage4_vton_L.png
379,labrador_labrador_side_view_bing_00016,Labrador Retriever,91.2,14.9,14.2,60.9,80.9,L,1.06,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00016_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00016_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00016_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00016_stage4_vton_L.png
380,labrador_labrador_side_view_bing_00017,Labrador Retriever,89.2,14.2,14.1,57.7,78.6,L,1.037,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00017_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00017_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00017_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00017_stage4_vton_L.png
381,labrador_labrador_side_view_bing_00018,Labrador Retriever,91.8,14.8,14.4,52.8,71.8,L,1.067,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00018_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00018_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00018_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00018_stage4_vton_L.png
382,labrador_labrador_side_view_bing_00019,Labrador Retriever,83.8,13.9,12.7,44.1,80.7,L,0.974,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00019_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00019_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00019_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00019_stage4_vton_L.png
383,labrador_labrador_side_view_bing_00020,Labrador Retriever,80.0,12.8,12.6,49.9,54.9,M,1.067,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00020_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00020_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00020_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00020_stage4_vton_M.png
384,labrador_labrador_side_view_bing_00021,Labrador Retriever,82.4,13.1,13.1,48.1,75.6,L,0.958,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00021_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00021_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00021_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00021_stage4_vton_L.png
385,labrador_labrador_side_view_bing_00022,Labrador Retriever,90.1,14.4,14.3,38.8,80.5,L,1.048,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00022_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00022_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00022_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00022_stage4_vton_L.png
386,labrador_labrador_side_view_bing_00023,Labrador Retriever,92.3,15.0,14.4,47.6,68.8,L,1.073,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\labrador\labrador_labrador_side_view_bing_00023_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\labrador\labrador_labrador_side_view_bing_00023_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\labrador\labrador_labrador_side_view_bing_00023_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\labrador\labrador_labrador_side_view_bing_00023_stage4_vton_L.png
